currentTime,batteryState,protect,projection,purifier,round,battery,voltage,electricity,duration
2016/05/15 01:37:45,0,20000,false,false,false,96%,26019MV,186MA,01:05:30
2016/05/15 01:37:52,0,20000,false,false,false,96%,26019MV,186MA,01:05:36
2016/05/15 01:38:15,0,20000,false,false,false,96%,26019MV,186MA,01:06:00
2016/05/15 01:38:22,0,20000,false,false,false,96%,26019MV,186MA,01:06:06
2016/05/15 01:38:45,0,20000,false,false,false,96%,26019MV,186MA,01:06:30
2016/05/15 01:38:52,0,20000,false,false,false,96%,26019MV,186MA,01:06:36
2016/05/15 01:39:15,0,20000,false,false,false,96%,26019MV,189MA,01:07:00
2016/05/15 01:39:22,0,20000,false,false,false,96%,26019MV,186MA,01:07:06
2016/05/15 01:39:45,0,20000,false,false,false,96%,25998MV,186MA,01:07:30
2016/05/15 01:39:52,0,20000,false,false,false,96%,25998MV,186MA,01:07:36
2016/05/15 01:40:15,0,20000,false,false,false,96%,26019MV,186MA,01:08:00
2016/05/15 01:40:22,0,20000,false,false,false,96%,25998MV,189MA,01:08:06
2016/05/15 01:40:45,0,20000,false,false,false,96%,25998MV,186MA,01:08:30
2016/05/15 01:40:52,0,20000,false,false,false,96%,25998MV,189MA,01:08:36
2016/05/15 01:41:15,0,20000,false,false,false,96%,26019MV,186MA,01:09:00
2016/05/15 01:41:22,0,20000,false,false,false,96%,25998MV,186MA,01:09:06
2016/05/15 01:41:45,0,20000,false,false,false,96%,25998MV,186MA,01:09:30
2016/05/15 01:41:52,0,20000,false,false,false,96%,25998MV,186MA,01:09:36
2016/05/15 01:42:15,0,20000,false,false,false,96%,25998MV,186MA,01:10:00
2016/05/15 01:42:22,0,20000,false,false,false,96%,25998MV,186MA,01:10:06
2016/05/15 01:42:45,0,20000,false,false,false,96%,25998MV,186MA,01:10:30
2016/05/15 01:42:52,0,20000,false,false,false,96%,25998MV,186MA,01:10:36
2016/05/15 01:43:15,0,20000,false,false,false,96%,25998MV,186MA,01:11:00
2016/05/15 01:43:22,0,20000,false,false,false,96%,25998MV,189MA,01:11:06
2016/05/15 01:43:45,0,20000,false,false,false,96%,25998MV,186MA,01:11:30
2016/05/15 01:43:52,0,20000,false,false,false,96%,25998MV,186MA,01:11:36
2016/05/15 01:44:15,0,20000,false,false,false,96%,25998MV,186MA,01:12:00
2016/05/15 01:44:22,0,20000,false,false,false,96%,25998MV,186MA,01:12:06
2016/05/15 01:44:45,0,20000,false,false,false,96%,25998MV,184MA,01:12:30
2016/05/15 01:44:52,0,20000,false,false,false,96%,25998MV,186MA,01:12:36
2016/05/15 01:45:15,0,20000,false,false,false,96%,25998MV,186MA,01:13:00
2016/05/15 01:45:22,0,20000,false,false,false,96%,25998MV,186MA,01:13:06
2016/05/15 01:45:45,0,20000,false,false,false,96%,25998MV,186MA,01:13:30
2016/05/15 01:45:52,0,20000,false,false,false,96%,25998MV,186MA,01:13:36
2016/05/15 01:46:15,0,20000,false,false,false,96%,25998MV,186MA,01:14:00
2016/05/15 01:46:22,0,20000,false,false,false,96%,25998MV,186MA,01:14:06
2016/05/15 01:46:45,0,20000,false,false,false,96%,25998MV,186MA,01:14:30
2016/05/15 01:46:52,0,20000,false,false,false,96%,25998MV,186MA,01:14:36
2016/05/15 01:47:15,0,20000,false,false,false,96%,25998MV,186MA,01:15:00
2016/05/15 01:47:22,0,20000,false,false,false,96%,25998MV,189MA,01:15:06
2016/05/15 01:47:45,0,20000,false,false,false,96%,25998MV,186MA,01:15:30
2016/05/15 01:47:52,0,20000,false,false,false,96%,25998MV,186MA,01:15:36
2016/05/15 01:48:15,0,20000,false,false,false,96%,25998MV,186MA,01:16:00
2016/05/15 01:48:22,0,20000,false,false,false,96%,25998MV,186MA,01:16:06
2016/05/15 01:48:45,0,20000,false,false,false,96%,25998MV,186MA,01:16:30
2016/05/15 01:48:52,0,20000,false,false,false,96%,25998MV,186MA,01:16:36
2016/05/15 01:49:15,0,20000,false,false,false,96%,25998MV,186MA,01:17:00
2016/05/15 01:49:22,0,20000,false,false,false,96%,25998MV,186MA,01:17:06
2016/05/15 01:49:45,0,20000,false,false,false,96%,25977MV,186MA,01:17:30
2016/05/15 01:49:52,0,20000,false,false,false,96%,25998MV,186MA,01:17:36
2016/05/15 01:50:15,0,20000,false,false,false,96%,25998MV,189MA,01:18:00
2016/05/15 01:50:22,0,20000,false,false,false,96%,25998MV,186MA,01:18:06
2016/05/15 01:50:45,0,20000,false,false,false,96%,25998MV,186MA,01:18:30
2016/05/15 01:50:52,0,20000,false,false,false,96%,25998MV,186MA,01:18:36
2016/05/15 01:51:15,0,20000,false,false,false,96%,25998MV,186MA,01:19:00
2016/05/15 01:51:22,0,20000,false,false,false,96%,25998MV,186MA,01:19:06
2016/05/15 01:51:45,0,20000,false,false,false,96%,25998MV,186MA,01:19:30
2016/05/15 01:51:52,0,20000,false,false,false,96%,25977MV,186MA,01:19:36
2016/05/15 01:52:15,0,20000,false,false,false,96%,25977MV,186MA,01:20:00
2016/05/15 01:52:22,0,20000,false,false,false,96%,25998MV,186MA,01:20:06
2016/05/15 01:52:45,0,20000,false,false,false,96%,25998MV,186MA,01:20:30
2016/05/15 01:52:52,0,20000,false,false,false,96%,25977MV,186MA,01:20:36
2016/05/15 01:53:15,0,20000,false,false,false,96%,25977MV,186MA,01:21:00
2016/05/15 01:53:22,0,20000,false,false,false,96%,25998MV,186MA,01:21:06
2016/05/15 01:53:45,0,20000,false,false,false,96%,25977MV,186MA,01:21:30
